Date,Open,High,Low,Close,Volume
2025-12-22,9.95,10.0,9.795,9.865,10366
2025-12-26,9.78,9.97,9.775,9.875,8273
2025-12-29,9.755,9.755,9.62,9.65,6355
2026-01-02,9.3,9.47,9.175,9.4,7446
2026-01-06,9.74,10.54,9.74,10.49,6870
2026-01-08,10.305,11.0,10.305,10.7,6029
2026-01-09,10.95,10.96,10.16,10.815,18279
2026-01-12,10.29,10.935,10.205,10.74,6553
2026-01-13,10.85,10.89,10.73,10.885,17641
2026-01-14,10.815,11.02,10.53,10.665,21283
2026-01-15,10.66,11.15,10.61,11.08,6616
2026-01-16,10.805,11.03,10.795,10.87,8571
2026-01-20,10.34,10.61,10.12,10.265,10595
2026-01-21,10.62,11.045,10.59,10.85,29080
2026-01-22,11.27,11.27,10.54,10.585,11452
2026-01-26,10.39,10.42,10.15,10.28,15699
2026-01-27,9.97,10.15,9.91,10.13,12991
2026-01-28,10.04,10.095,9.67,9.765,10986
2026-01-29,9.61,9.83,9.34,9.45,17003
2026-01-30,9.35,9.54,9.23,9.41,9288
2026-02-03,9.91,10.4,9.81,9.94,12128
2026-02-04,10.16,10.545,9.98,10.425,31609
2026-02-05,10.39,10.39,9.595,9.68,11498
2026-02-06,10.14,10.49,10.07,10.49,8683
2026-02-10,10.11,10.195,9.68,9.68,7748
2026-02-11,9.87,10.005,9.555,9.63,17504
2026-02-12,9.865,10.135,9.265,9.345,27564
2026-02-13,9.57,9.885,9.29,9.785,44189
