Date,Open,High,Low,Close,Volume
2025-12-18,57.815,59.03,55.58,55.91,42184
2025-12-19,53.945,54.555,51.79,52.99,30109
2025-12-22,53.215,53.37,52.11,52.33,8662
2025-12-23,52.18,52.18,50.4,51.11,9289
2025-12-24,50.8,52.74,50.8,52.44,11510
2025-12-26,52.31,52.46,51.37,52.43,11367
2025-12-29,52.495,52.76,50.85,51.62,8632
2025-12-30,51.04,51.77,50.61,51.13,8247
2025-12-31,50.57,51.06,49.64,49.64,5721
2026-01-02,49.845,51.97,48.99,51.46,13310
2026-01-05,50.99,54.49,50.99,52.65,24828
2026-01-06,51.185,53.895,49.81,53.75,23519
2026-01-07,54.885,55.98,49.83,49.97,54671
2026-01-08,48.61,57.12,48.42,56.19,63260
2026-01-09,59.02,66.93,59.02,66.51,54697
2026-01-12,66.085,69.72,64.54,68.35,51690
2026-01-13,68.895,70.46,67.88,70.39,27436
2026-01-14,69.89,71.16,66.61,68.32,35791
2026-01-15,69.84,71.345,68.02,71.01,24350
2026-01-16,70.59,72.18,66.93,68.36,42140
2026-01-20,63.625,66.83,63.34,63.56,38013
2026-01-21,64.56,70.62,64.14,68.55,39890
2026-01-22,69.98,71.39,65.405,66.24,29057
2026-01-23,65.96,66.25,61.78,62.6,27307
2026-01-26,63.075,63.66,60.96,61.69,15239
2026-01-27,60.495,60.57,58.43,59.21,17459
2026-01-28,59.05,62.49,58.335,59.06,36106
2026-01-29,59.8,61.97,57.91,59.665,46164
2026-01-30,57.94,58.2,54.985,57.21,70237
2026-02-02,56.85,58.92,56.54,58.16,9213
2026-02-03,58.54,67.62,57.86,61.71,69418
2026-02-04,64.01,69.9,63.97,68.755,66456
2026-02-05,69.12,69.31,66.83,67.685,35264
2026-02-06,68.36,71.94,66.53,69.46,74315
2026-02-09,69.18,70.61,67.27,67.89,23951
2026-02-10,70.07,76.16,70.07,75.7,37790
2026-02-11,73.685,76.37,72.54,76.37,28178
2026-02-12,77.81,81.105,75.515,75.6,44326
2026-02-13,76.705,79.85,76.2,77.62,26816
